step,train_loss,train_dice,train_iou,val_loss,val_dice,val_iou,lr
53,0.053093945145606995,0.9453313019275665,0.9008084874153137,0.05101332946228767,0.9504832436224657,0.911799997507693,2.5e-05
54,0.052989066258072856,0.9449459073543549,0.9003052885532379,0.05078536619296569,0.9503758239769888,0.9116128694987344,2.5e-05
55,0.05352705620229244,0.9442934267520905,0.8993034405708313,0.050713734983832776,0.95049474357131,0.9119247894682094,2.5e-05
56,0.05409407989680767,0.944148806810379,0.8991024625301361,0.05084690736409671,0.9500308147447551,0.9109871104329884,2.5e-05
57,0.05398563078045845,0.9445035231113433,0.8998442437648774,0.05089108716183437,0.9506837710173068,0.912307602559735,2.5e-05
58,0.052977910250425336,0.9448558359146119,0.9000857572555542,0.05116127567094362,0.9502241240884968,0.9114821199290529,2.5e-05
59,0.05320473046600819,0.9449850044250488,0.9003120849132538,0.050525575549064755,0.9503706715064134,0.9118917420833649,2.5e-05
60,0.054026023894548414,0.944524471282959,0.8999958546161652,0.05032523712161891,0.9504310933058847,0.9118362894791091,2.5e-05
61,0.052727905705571176,0.9457098724842071,0.9014865660667419,0.04994298324375571,0.9510286086333726,0.9128109649745766,2.5e-05
62,0.051909304782748224,0.9462512502670288,0.90227485537529,0.05037083542959657,0.9503541187849825,0.91163002284701,2.5e-05
63,0.05264519299566746,0.9454102344512939,0.9011347315311432,0.04949555575044569,0.9506608810491428,0.9121994509430464,2.5e-05
64,0.05296509109437466,0.9454144191741943,0.9011365203857422,0.050441993686729324,0.9504719202865859,0.9117938155185676,2.5e-05
65,0.05191732408106327,0.9463083565235137,0.9024595305919647,0.050783377278321044,0.9498181797549158,0.9107861092347584,2.5e-05
66,0.05216426385939121,0.9455245025157929,0.9012406721115113,0.050782215011913975,0.9501448275443323,0.9113952447911222,2.5e-05
67,0.05327543653547764,0.9448430097103119,0.9002897667884827,0.05127085581749023,0.9507098246120407,0.9123602994306834,2.5e-05
68,0.052229012295603755,0.945798624753952,0.9016261003017425,0.05126606035390181,0.9503279609713488,0.9116581982362294,1.25e-05
69,0.05214953058958054,0.9460215187072754,0.9017115542888642,0.0509979510884323,0.950494106955633,0.9118378409844434,1.25e-05
70,0.052284860610961915,0.9456585507392883,0.9013853979110718,0.0512258016844531,0.9505552290204519,0.9120800693234997,1.25e-05
71,0.051260013401508334,0.9468237943649292,0.9032643342018127,0.051491018776928715,0.9501196141252498,0.9114582362527143,1.25e-05
