train_loss,train_dice,train_iou,val_loss,val_dice,val_iou,lr,epoch
0.3483304065131588,0.6693905075698572,0.5520282505559275,0.27144745939044745,0.8158663489758323,0.7156641814682888,0.0002,1
0.26309165408117857,0.8166050913255496,0.7198471567847512,0.21545723387265464,0.8533459492969169,0.7657434342139895,0.0002,2
0.2110472447925195,0.8490241617944301,0.763120637894599,0.19825652962557244,0.8556329407846884,0.7782998194763376,0.0002,3
0.17440039267622987,0.8597353059964208,0.7773542865332598,0.15284327285814803,0.8707695775514045,0.7967614877955578,0.0002,4
0.15107394882281466,0.8656224790809233,0.7862385463437905,0.14284147230726718,0.8715918046903094,0.7976749851385179,0.0002,5
0.1408581154575892,0.8676753131978978,0.7893395381462643,0.13765389254377206,0.8673278863679631,0.7917092182145652,0.0002,6
0.1312263922430791,0.87083532724897,0.7935465453441185,0.13273775480714517,0.8750580338364474,0.8006679863275604,0.0002,7
0.12332585937626357,0.8779495294596747,0.802518057223676,0.12462488021230869,0.880898839730218,0.810177337176533,0.0002,8
0.12012757899913382,0.8773886863913251,0.8017211233163019,0.12434494570704574,0.8793216285292422,0.8081252178990884,0.0002,9
0.11685418170702065,0.8801237608754658,0.8058484035488254,0.12486405476981552,0.88136003830803,0.8133701092499688,0.0002,10
0.11465745157268568,0.8814653059269519,0.8062583544959875,0.1168790707357954,0.8830731422892546,0.8148230396022865,0.0002,11
0.10935732817396204,0.8848698378762148,0.8117762897876983,0.12160505184950811,0.8835158171636533,0.8146996764930147,0.0002,12
0.10508993181545914,0.8903437465256372,0.8178990015900574,0.11553834437893616,0.8852822367465023,0.8166049951250373,0.0002,13
0.10845105026630646,0.8854746006904765,0.8125320181855842,0.11794527294618558,0.883773720221399,0.8140555439442934,0.0002,14
0.1015503098759476,0.8939776777298815,0.8226781255963692,0.11303715068941082,0.8823235863382636,0.809866006623967,0.0002,15
0.10371799756353091,0.8913368387655778,0.8194692465507315,0.11168623594600802,0.8891280373080973,0.8210858592918203,0.0002,16
0.10497938197401552,0.8887020056667365,0.816754958708005,0.10949429175698801,0.8874296085498824,0.8196077680329553,0.0002,17
0.09821695435785002,0.8956430694351344,0.8252306895514291,0.1107202304345606,0.8894827604724181,0.8211772476292689,0.0002,18
0.10056773139383622,0.8919670273533642,0.8206730900235056,0.11529696256675445,0.8888707417012982,0.8212523266726883,0.0002,19
0.10290217228104113,0.8887381842334681,0.8164923765212009,0.11460996607473181,0.8882168793936499,0.8213095914585926,0.0002,20
0.1089436297231071,0.8835830408553782,0.8106547326598914,0.12454300056403295,0.8814868957127044,0.8104012651563982,0.0002,21
0.1066927017568389,0.8863078189311221,0.8131742274046405,0.11425585609050434,0.8791968359843919,0.8049801641853277,0.0002,22
0.103529458269621,0.8893318376181435,0.8181829334688833,0.11840652816992804,0.887274589779575,0.8204314730227639,0.0002,23
0.09511251330548605,0.8965175828343434,0.826433167628209,0.11591851079184226,0.8899711712603104,0.8224062588240696,0.0001,24
0.0912474946571042,0.9005140480727707,0.8318185106467463,0.11242962970199998,0.8907766408868645,0.8228565131714197,0.0001,25
0.09237471772808171,0.8997601911454413,0.8316981560487581,0.11335414400599923,0.8885021310851031,0.8204798991069037,0.0001,26
0.08909083816945207,0.9023827264110632,0.8346744902590488,0.11622609504723808,0.888598990354297,0.8219195916334214,0.0001,27
0.09194322659614239,0.9005449364217615,0.8325034127936373,0.11570667488910662,0.8878658650584169,0.8214303588608972,0.0001,28
0.08886870301726708,0.9030237148993251,0.8349943732846405,0.11180129905470011,0.8931434324502084,0.8265063078394865,0.0001,29
0.08647540254622871,0.9059316488253079,0.8394624667195333,0.11239836459125423,0.8930241928203871,0.826753273982864,5e-05,30
0.08420927193109487,0.9082551593937311,0.8423642090948684,0.1106505847472146,0.8953083534103008,0.8295959167532112,5e-05,31
0.0878517105800732,0.9062548379372352,0.8402306634406749,0.11042382264180303,0.8915422793329838,0.8244679731582476,5e-05,32
0.08689956866219149,0.9057103329516472,0.8390605519772498,0.11237843404608083,0.8936046297369451,0.8268790212779269,5e-05,33
0.08517919224281606,0.9080691944469105,0.8420198784114313,0.11370956322131175,0.8938741671049207,0.8278554572525437,5e-05,34
0.08434582317474963,0.9082083251536238,0.8424862428144975,0.1133058298688503,0.8952860046810192,0.8302290831231899,5e-05,35
0.08432808876095242,0.9077689058314901,0.8419338325236706,0.10887183173684006,0.8956221802570329,0.8296887577655944,2.5e-05,36
0.08351868015193385,0.9091176197653351,0.8435975287361809,0.10904013933042327,0.8955193140446495,0.8295956566015306,2.5e-05,37
0.08453692906829789,0.9075244201451713,0.8419735818351952,0.10816578367987265,0.896150755107618,0.830248897686762,2.5e-05,38
0.08407023159978007,0.9070581292275995,0.8410468575802256,0.10974891080322678,0.8961728529379256,0.8313352624862203,2.5e-05,39
0.08199914192035074,0.9104073518249467,0.8451909924152972,0.10834862361746145,0.8962978686236303,0.8305371420908491,2.5e-05,40
0.08277108690033107,0.9096629270501939,0.844456773823419,0.10861704006306962,0.896286046892297,0.8305852053828188,2.5e-05,41
0.08191271831553494,0.9104292318253729,0.8453990637218468,0.1080629815908976,0.8972095883710289,0.8323658997401434,2.5e-05,42
0.08208718457812267,0.9093287839649724,0.8441990331939387,0.10939872759774273,0.8964676508404288,0.8312618196656127,2.5e-05,43
0.081240875237915,0.9109690353994905,0.8463366492804522,0.10890413514113167,0.8963814076533817,0.8310306029199263,2.5e-05,44
0.08260804109520331,0.9092991243939796,0.844038311125462,0.1090309325108029,0.8961708296076916,0.8307975457463453,2.5e-05,45
0.08009201511308349,0.9120110096276614,0.8474565521199653,0.11029679621384893,0.8958469642198473,0.8302387767320075,2.5e-05,46
0.08244755689479857,0.9095254559120312,0.8446822692854492,0.11070478538098318,0.895826877454558,0.8306461777067357,2.5e-05,47
0.08188474056107393,0.9108666992049153,0.8461862176483789,0.11106516953409794,0.8951899549160623,0.8295815470846982,2.5e-05,48
0.08111105406192101,0.910479703724269,0.845956191979709,0.11084524211255221,0.895909155964421,0.8310580884076197,1.25e-05,49
0.08055330882392954,0.9106868142777301,0.8462795544869665,0.10996586552380655,0.8968895813618326,0.8321497597418968,1.25e-05,50
0.08027116309282166,0.9123528342413026,0.8483437116418171,0.1097976443784762,0.896597651583193,0.8318227419784353,1.25e-05,51
0.08227850637710302,0.9101244136258758,0.8458294636737447,0.10936111469991801,0.8969774364564393,0.8322697864973158,1.25e-05,52
